gene_num,start,end,gene,locus_tag,old_locus_tag,n_distinct_mutations,description,sig
877,964531,965370,prmC,SP_RS05070,SP_1021,0,NA,FALSE
878,965354,965956,SP_1022,SP_RS05075,SP_1022,0,NA,FALSE
879,965958,966389,SP_1023,SP_RS05080,SP_1023,0,NA,FALSE
881,967715,968689,SP_1025,SP_RS05090,SP_1025,0,NA,FALSE
882,968689,969303,pmp23,SP_RS05095,SP_1026,0,NA,FALSE
883,969377,970351,SP_1027,SP_RS05100,SP_1027,0,NA,FALSE
885,972270,972512,SP_RS05110,SP_RS05110,SP_RS05110,0,NA,FALSE
886,972795,973013,SP_1030,SP_RS05115,SP_1030,0,NA,FALSE
887,973406,974431,SP_1032,SP_RS05120,SP_1032,0,NA,FALSE
888,974421,975428,SP_1033,SP_RS05125,SP_1033,0,NA,FALSE
889,975428,976435,SP_1034,SP_RS05130,SP_1034,0,NA,FALSE
891,977617,978006,SP_RS12080,SP_RS12080,SP_RS12080,0,NA,FALSE
892,977972,978286,SP_RS12775,SP_RS12775,SP_RS12775,0,NA,FALSE
893,978970,979131,SP_1039,SP_RS13020,SP_1039,0,NA,FALSE
894,979223,980902,SP_1040,SP_RS05150,SP_1040,0,NA,FALSE
895,981170,981736,SP_1041,SP_RS05155,SP_1041,0,NA,FALSE
896,982058,982246,SP_1042,SP_RS05160,SP_1042,0,NA,FALSE
897,982308,983066,SP_1043,SP_RS05165,SP_1043,0,NA,FALSE
898,983124,983978,SP_1044,SP_RS05170,SP_1044,0,NA,FALSE
899,984090,984974,SP_1045,SP_RS05175,SP_1045,0,NA,FALSE
900,985138,985500,SP_RS12090,SP_RS12090,SP_RS12090,0,NA,FALSE
901,986963,987280,SP_1047,SP_RS05185,SP_1047,0,NA,FALSE
903,988052,988528,SP_1050,SP_RS05195,SP_1050,0,NA,FALSE
904,988528,989289,SP_1051,SP_RS05200,SP_1051,0,NA,FALSE
905,991304,991660,SP_1054,SP_RS05215,SP_1054,0,NA,FALSE
906,991665,992030,SP_1055,SP_RS05220,SP_1055,0,NA,FALSE
907,992017,993840,SP_1056,SP_RS05225,SP_1056,0,NA,FALSE
908,993954,994820,SP_1057,SP_RS05230,SP_1057,0,NA,FALSE
909,995411,995662,SP_1059,SP_RS05235,SP_1059,0,NA,FALSE
910,995891,996193,SP_1060,SP_RS05240,SP_1060,0,NA,FALSE
912,997550,998467,SP_1062,SP_RS05250,SP_1062,0,NA,FALSE
913,998464,999264,SP_1063,SP_RS05255,SP_1063,0,NA,FALSE
914,999422,999895,tnpA,SP_RS05260,SP_1064,0,NA,FALSE
915,1000152,1000373,SP_RS05265,SP_RS05265,SP_RS05265,0,NA,FALSE
917,1002527,1005223,ppc,SP_RS05280,SP_1068,0,NA,FALSE
918,1005636,1006640,SP_1069,SP_RS05285,SP_1069,0,NA,FALSE
920,1007572,1008330,SP_1071,SP_RS05295,SP_1071,0,NA,FALSE
922,1010183,1011292,rpoD,SP_RS05305,SP_1073,0,NA,FALSE
923,1011306,1011635,SP_1074,SP_RS05310,SP_1074,0,NA,FALSE
924,1011750,1012793,cpoA,SP_RS05315,SP_1075,0,NA,FALSE
926,1014165,1014341,SP_1077,SP_RS05325,SP_1077,0,NA,FALSE
927,1014400,1014534,SP_1078,SP_RS05330,SP_1078,0,NA,FALSE
928,1014598,1015908,obgE,SP_RS05335,SP_1079,0,NA,FALSE
929,1015918,1016076,SP_1080,SP_RS13025,SP_1080,0,NA,FALSE
930,1017219,1018478,SP_1081,SP_RS05345,SP_1081,0,NA,FALSE
931,1018494,1019045,SP_1082,SP_RS05350,SP_1082,0,NA,FALSE
933,1020331,1021191,SP_1084,SP_RS05360,SP_1084,0,NA,FALSE
934,1022565,1024856,pcrA,SP_RS05385,SP_1087,0,NA,FALSE
935,1024899,1025579,radC,SP_RS05390,SP_1088,0,NA,FALSE
936,1025576,1026265,SP_1089,SP_RS05395,SP_1089,0,NA,FALSE
937,1026283,1026924,SP_1090,SP_RS05400,SP_1090,0,NA,FALSE
938,1027007,1027222,SP_1092,SP_RS05405,SP_1092,0,NA,FALSE
939,1027230,1027577,SP_1093,SP_RS05410,SP_1093,0,NA,FALSE
940,1027582,1028697,SP_1094,SP_RS05415,SP_1094,0,NA,FALSE
941,1028707,1029666,SP_1095,SP_RS05420,SP_1095,0,NA,FALSE
942,1029779,1030348,SP_1096,SP_RS05425,SP_1096,0,NA,FALSE
943,1030476,1031147,SP_1097,SP_RS05430,SP_1097,0,NA,FALSE
945,1031946,1032842,SP_1099,SP_RS05440,SP_1099,0,NA,FALSE
946,1032886,1033860,pta,SP_RS05445,SP_1100,0,NA,FALSE
947,1035629,1035928,SP_1102,SP_RS05465,SP_1102,0,NA,FALSE
948,1036330,1037034,SP_1104,SP_RS05470,SP_1104,0,NA,FALSE
949,1037216,1037530,rplU,SP_RS05475,SP_1105,0,NA,FALSE
950,1037546,1037890,SP_1106,SP_RS05480,SP_1106,0,NA,FALSE
951,1037907,1038200,rpmA,SP_RS05485,SP_1107,0,NA,FALSE
952,1039154,1040071,SP_1110,SP_RS05495,SP_1110,0,NA,FALSE
953,1040164,1041012,SP_1111,SP_RS05500,SP_1111,0,NA,FALSE
954,1041154,1041993,SP_1112,SP_RS05505,SP_1112,0,NA,FALSE
955,1042099,1042374,SP_1113,SP_RS05510,SP_1113,0,NA,FALSE
956,1042800,1044701,SP_1114,SP_RS05515,SP_1114,0,NA,FALSE
958,1045647,1046825,SP_1116,SP_RS05525,SP_1116,0,NA,FALSE
959,1046918,1048876,ligA,SP_RS05530,SP_1117,0,NA,FALSE
960,1048988,1051267,pulA,SP_RS05535,SP_1118,0,NA,FALSE
961,1051812,1053236,SP_1119,SP_RS05545,SP_1119,0,NA,FALSE
963,1055637,1056779,SP_1122,SP_RS05555,SP_1122,0,NA,FALSE
964,1056769,1057908,glgD,SP_RS05560,SP_1123,0,NA,FALSE
965,1057905,1059338,glgA,SP_RS05565,SP_1124,0,NA,FALSE
966,1059397,1059768,SP_RS12785,SP_RS12785,SP_RS12785,0,NA,FALSE
967,1059809,1060042,SP_RS12790,SP_RS12790,SP_RS12790,0,NA,FALSE
968,1060051,1061166,SP_1126,SP_RS05580,SP_1126,0,NA,FALSE
969,1061163,1061609,SP_1127,SP_RS05585,SP_1127,0,NA,FALSE
970,1061773,1063077,eno,SP_RS05590,SP_1128,0,NA,FALSE
971,1063231,1064394,SP_1129,SP_RS05595,SP_1129,0,NA,FALSE
972,1064469,1065317,SP_1130,SP_RS05600,SP_1130,0,NA,FALSE
973,1065437,1065790,SP_1131,SP_RS05605,SP_1131,0,NA,FALSE
974,1065890,1066156,SP_1132,SP_RS05610,SP_1132,0,NA,FALSE
975,1066167,1066319,SP_1133,SP_RS13030,SP_1133,0,NA,FALSE
976,1066524,1067141,SP_1134,SP_RS05615,SP_1134,0,NA,FALSE
977,1067176,1067628,SP_1135,SP_RS05620,SP_1135,0,NA,FALSE
978,1067625,1068071,SP_1136,SP_RS05625,SP_1136,0,NA,FALSE
979,1068083,1068967,SP_1137,SP_RS05630,SP_1137,0,NA,FALSE
980,1069216,1069866,SP_1139,SP_RS05635,SP_1139,0,NA,FALSE
981,1069913,1070341,SP_1140,SP_RS05640,SP_1140,0,NA,FALSE
982,1070349,1070660,SP_1141,SP_RS05645,SP_1141,0,NA,FALSE
983,1070678,1071088,SP_1142,SP_RS05650,SP_1142,0,NA,FALSE
984,1071285,1071650,SP_1143,SP_RS05655,SP_1143,0,NA,FALSE
985,1071640,1071933,SP_1144,SP_RS05660,SP_1144,0,NA,FALSE
986,1071951,1073141,SP_1145,SP_RS05665,SP_1145,0,NA,FALSE
987,1073144,1073320,SP_1146,SP_RS13035,SP_1146,0,NA,FALSE
988,1073640,1074086,SP_RS12125,SP_RS12125,SP_RS12125,0,NA,FALSE
989,1075357,1078632,rexB,SP_RS05680,SP_1151,0,NA,FALSE
990,1078629,1082279,addA,SP_RS05685,SP_1152,0,NA,FALSE
991,1082494,1083672,SP_1153,SP_RS05690,SP_1153,0,NA,FALSE
992,1083881,1089895,SP_1154,SP_RS05695,SP_1154,0,NA,FALSE
993,1089947,1090123,SP_RS12140,SP_RS12140,SP_RS12140,0,NA,FALSE
994,1090342,1091193,ylqF,SP_RS05700,SP_1155,0,NA,FALSE
995,1091180,1091959,SP_1156,SP_RS05705,SP_1156,0,NA,FALSE
997,1094109,1095179,xerS,SP_RS05715,SP_1159,0,NA,FALSE
998,1095244,1096233,SP_1160,SP_RS05720,SP_1160,0,NA,FALSE
999,1096297,1097982,lpdA,SP_RS05725,SP_1161,0,NA,FALSE
1000,1098046,1099089,SP_1162,SP_RS05730,SP_1162,0,NA,FALSE
1001,1099307,1100299,SP_1163,SP_RS05735,SP_1163,0,NA,FALSE
1002,1100315,1101283,SP_1164,SP_RS05740,SP_1164,0,NA,FALSE
1003,1101437,1102798,pdrM,SP_RS05745,SP_1166,0,NA,FALSE
1004,1102809,1103069,SP_RS05750,SP_RS05750,SP_RS05750,0,NA,FALSE
1005,1103083,1104351,SP_1167,SP_RS05755,SP_1167,0,NA,FALSE
1007,1104838,1105491,SP_1169,SP_RS05765,SP_1169,0,NA,FALSE
1008,1105629,1106231,SP_1170,SP_RS05770,SP_1170,0,NA,FALSE
1009,1106289,1107002,SP_1171,SP_RS05775,SP_1171,0,NA,FALSE
1010,1107462,1107836,SP_1173,SP_RS05780,SP_1173,0,NA,FALSE
1011,1108258,1110717,phtB,SP_RS05785,SP_1174,0,NA,FALSE
1012,1113578,1115311,ptsP,SP_RS05795,SP_1176,0,NA,FALSE
1013,1115317,1115580,SP_1177,SP_RS05800,SP_1177,0,NA,FALSE
1014,1115931,1116149,nrdH,SP_RS05805,SP_1178,0,NA,FALSE
1015,1116230,1118389,nrdE,SP_RS05810,SP_1179,0,NA,FALSE
1016,1118577,1119539,nrdF,SP_RS05815,SP_1180,0,NA,FALSE
1017,1119827,1120588,SP_1182,SP_RS05820,SP_1182,0,NA,FALSE
1018,1120867,1121079,SP_1183,SP_RS12145,SP_1183,0,NA,FALSE
1020,1122784,1124475,SP_1185,SP_RS05830,SP_1185,0,NA,FALSE
1021,1124475,1124792,SP_1186,SP_RS05835,SP_1186,0,NA,FALSE
1023,1126062,1126634,SP_1189,SP_RS05845,SP_1189,0,NA,FALSE
1024,1126937,1127917,lacD,SP_RS05850,SP_1190,0,NA,FALSE
1025,1127919,1128848,SP_1191,SP_RS05855,SP_1191,0,NA,FALSE
1026,1128859,1129374,lacB,SP_RS05860,SP_1192,0,NA,FALSE
1027,1129405,1129830,lacA,SP_RS05865,SP_1193,0,NA,FALSE
1028,1129987,1130451,SP_1194,SP_RS05870,SP_1194,0,NA,FALSE
1029,1131313,1131615,SP_1197,SP_RS05885,SP_1197,0,NA,FALSE
1031,1134486,1135214,SP_1201,SP_RS05900,SP_1201,0,NA,FALSE
1032,1135216,1136883,recN,SP_RS05905,SP_1202,0,NA,FALSE
1033,1136890,1137321,SP_1203,SP_RS05910,SP_1203,0,NA,FALSE
1034,1137314,1138129,SP_1204,SP_RS05915,SP_1204,0,NA,FALSE
1035,1138122,1138997,SP_1205,SP_RS05920,SP_1205,0,NA,FALSE
1036,1138994,1139206,SP_1206,SP_RS05925,SP_1206,0,NA,FALSE
1037,1139184,1140524,SP_1207,SP_RS05930,SP_1207,0,NA,FALSE
1038,1140652,1141290,udk,SP_RS05935,SP_1208,0,NA,FALSE
1039,1141398,1141700,SP_RS05940,SP_RS05940,SP_RS05940,0,NA,FALSE
1041,1142829,1144103,SP_1213,SP_RS05955,SP_1213,0,NA,FALSE
1042,1144274,1145314,SP_1214,SP_RS05960,SP_1214,0,NA,FALSE
1043,1145336,1145458,SP_RS13070,SP_RS13070,SP_RS13070,0,NA,FALSE
1044,1145606,1146403,SP_1215,SP_RS05965,SP_1215,0,NA,FALSE
1045,1146647,1147390,srtA,SP_RS05970,SP_RS05970,0,NA,FALSE
1046,1147390,1149858,gyrA,SP_RS05975,SP_1219,0,NA,FALSE
1047,1150052,1151038,SP_1220,SP_RS05980,SP_1220,0,NA,FALSE
1048,1151348,1154602,SP_1221,SP_RS05985,SP_1221,0,NA,FALSE
1049,1154767,1156638,SP_1222,SP_RS05990,SP_1222,0,NA,FALSE
1051,1156969,1157211,SP_1224,SP_RS06000,SP_1224,0,NA,FALSE
1052,1157302,1158111,SP_1225,SP_RS06005,SP_1225,0,NA,FALSE
1053,1158113,1159462,vicK,SP_RS06010,SP_1226,0,NA,FALSE
1054,1159455,1160159,SP_1227,SP_RS06015,SP_1227,0,NA,FALSE
1056,1161718,1163388,SP_1229,SP_RS06025,SP_1229,0,NA,FALSE
1057,1163618,1164307,coaB,SP_RS06030,SP_1230,0,NA,FALSE
1059,1164854,1165417,SP_1232,SP_RS06040,SP_1232,0,NA,FALSE
1060,1165699,1166226,SP_1233,SP_RS06045,SP_1233,0,NA,FALSE
1061,1166238,1166753,SP_1234,SP_RS06050,SP_1234,0,NA,FALSE
1062,1166750,1167217,SP_1235,SP_RS06055,SP_1235,0,NA,FALSE
1063,1167286,1167774,SP_1236,SP_RS06060,SP_1236,0,NA,FALSE
1064,1167740,1168303,SP_1237,SP_RS06065,SP_1237,0,NA,FALSE
1065,1168313,1170301,uvrB,SP_RS06070,SP_1238,0,NA,FALSE
1066,1170378,1171331,SP_1240,SP_RS06075,SP_1240,0,NA,FALSE
1068,1173666,1174406,SP_1242,SP_RS06085,SP_1242,0,NA,FALSE
1069,1174555,1176042,SP_1243,SP_RS06090,SP_1243,0,NA,FALSE
1070,1176088,1177377,ftsY,SP_RS06095,SP_1244,0,NA,FALSE
1072,1178199,1178993,SP_1246,SP_RS06105,SP_1246,0,NA,FALSE
1073,1178990,1182529,smc,SP_RS06110,SP_1247,0,NA,FALSE
1075,1183401,1183472,SP_2249,SP_RS06120,SP_2249,0,NA,FALSE
1076,1183536,1184522,SP_1249,SP_RS06125,SP_1249,0,NA,FALSE
1077,1184697,1186013,SP_1250,SP_RS06130,SP_1250,0,NA,FALSE
1078,1186000,1187931,SP_1251,SP_RS06135,SP_1251,0,NA,FALSE
1079,1188095,1188256,SP_1252,SP_RS06140,SP_1252,0,NA,FALSE
1080,1188517,1188660,SP_1254,SP_RS12800,SP_1254,0,NA,FALSE
1081,1188879,1189238,leuD,SP_RS06150,SP_1255,0,NA,FALSE
1082,1189242,1189511,SP_1256,SP_RS06155,SP_1256,0,NA,FALSE
1083,1190557,1191651,SP_1258,SP_RS06170,SP_1258,0,NA,FALSE
1084,1191670,1192326,SP_RS06175,SP_RS06175,SP_RS06175,0,NA,FALSE
1085,1192370,1193002,SP_1260,SP_RS06180,SP_1260,0,NA,FALSE
1086,1193095,1193454,SP_1261,SP_RS06185,SP_1261,0,NA,FALSE
1087,1193814,1195070,SP_1262,SP_RS06190,SP_1262,0,NA,FALSE
1088,1195085,1197184,topA,SP_RS06195,SP_1263,0,NA,FALSE
1089,1197351,1198394,SP_1264,SP_RS06200,SP_1264,0,NA,FALSE
1090,1199284,1200132,dprA,SP_RS06205,SP_1266,0,NA,FALSE
1091,1200228,1200917,SP_1267,SP_RS06210,SP_1267,0,NA,FALSE
1092,1200929,1201807,SP_1268,SP_RS06215,SP_1268,0,NA,FALSE
1093,1201797,1202666,licA,SP_RS06220,SP_1269,0,NA,FALSE
1094,1202683,1203705,SP_1270,SP_RS06225,SP_1270,0,NA,FALSE
1095,1203710,1204417,SP_1271,SP_RS06230,SP_1271,0,NA,FALSE
1096,1204753,1206240,tacF,SP_RS06235,SP_1272,0,NA,FALSE
1097,1206250,1207053,SP_1273,SP_RS06240,SP_1273,0,NA,FALSE
1098,1207055,1207864,SP_1274,SP_RS06245,SP_1274,0,NA,FALSE
1099,1208139,1211315,carB,SP_RS06250,SP_1275,0,NA,FALSE
1100,1211628,1212707,SP_1276,SP_RS06255,SP_1276,0,NA,FALSE
1101,1212757,1213680,SP_1277,SP_RS06260,SP_1277,0,NA,FALSE
1102,1213699,1214220,pyrR,SP_RS06265,SP_1278,0,NA,FALSE
1103,1214431,1215060,nth,SP_RS06270,SP_1279,0,NA,FALSE
1104,1215060,1215602,SP_1280,SP_RS06275,SP_1280,0,NA,FALSE
1105,1215772,1216089,SP_1281,SP_RS06280,SP_1281,0,NA,FALSE
1106,1216328,1217887,SP_1282,SP_RS06285,SP_1282,0,NA,FALSE
1107,1217931,1218830,htpX,SP_RS06290,SP_1283,0,NA,FALSE
1110,1220502,1221785,SP_1286,SP_RS06305,SP_1286,0,NA,FALSE
1111,1221980,1223551,ffh,SP_RS06310,SP_1287,0,NA,FALSE
1112,1223563,1223895,SP_1288,SP_RS06315,SP_1288,0,NA,FALSE
1113,1223986,1224363,SP_1289,SP_RS06320,SP_1289,0,NA,FALSE
1114,1224435,1225739,SP_1290,SP_RS06325,SP_1290,0,NA,FALSE
1115,1225752,1226558,yidA,SP_RS06330,SP_1291,0,NA,FALSE
1116,1226601,1227599,SP_1292,SP_RS06335,SP_1292,0,NA,FALSE
1117,1227766,1227837,SP_2250,SP_RS06340,SP_2250,0,NA,FALSE
1118,1227880,1228227,rplS,SP_RS06345,SP_1293,0,NA,FALSE
1119,1228346,1228675,crcB,SP_RS06350,SP_1294,0,NA,FALSE
1120,1228669,1229043,crcB,SP_RS06355,SP_1295,0,NA,FALSE
1121,1229040,1229306,SP_1296,SP_RS06360,SP_1296,0,NA,FALSE
1122,1229422,1229865,SP_1297,SP_RS06365,SP_1297,0,NA,FALSE
1123,1229969,1230904,SP_1298,SP_RS06370,SP_1298,0,NA,FALSE
1125,1231299,1231517,SP_1300,SP_RS06380,SP_1300,0,NA,FALSE
1126,1232602,1233948,gdhA,SP_RS06400,SP_1306,0,NA,FALSE
1127,1234454,1234624,SP_1307,SP_RS13040,SP_1307,0,NA,FALSE
1128,1236128,1236286,SP_RS06425,SP_RS06425,SP_RS06425,0,NA,FALSE
1129,1236881,1237321,SP_RS06435,SP_RS06435,SP_RS06435,0,NA,FALSE
1131,1238079,1238264,SP_1314,SP_RS06450,SP_1314,0,NA,FALSE
1132,1238537,1239148,SP_1315,SP_RS06455,SP_1315,0,NA,FALSE
1133,1239171,1240556,SP_1316,SP_RS06460,SP_1316,0,NA,FALSE
1135,1242395,1242715,SP_1318,SP_RS06470,SP_1318,0,NA,FALSE
1136,1242705,1243712,SP_1319,SP_RS06475,SP_1319,0,NA,FALSE
1137,1243777,1244358,SP_1320,SP_RS06480,SP_1320,0,NA,FALSE
1139,1244884,1246875,SP_1322,SP_RS06490,SP_1322,0,NA,FALSE
1141,1247213,1248103,SP_1324,SP_RS06500,SP_1324,0,NA,FALSE
1142,1248260,1249369,SP_1325,SP_RS06505,SP_1325,0,NA,FALSE
1144,1251633,1252091,SP_1327,SP_RS06515,SP_1327,0,NA,FALSE
1146,1253679,1254596,SP_1329,SP_RS06525,SP_1329,0,NA,FALSE
1147,1254621,1255322,SP_1330,SP_RS06530,SP_1330,0,NA,FALSE
1148,1255327,1256136,SP_1331,SP_RS06535,SP_1331,0,NA,FALSE
1149,1256535,1257122,SP_1332,SP_RS06540,SP_1332,0,NA,FALSE
1150,1257125,1257358,SP_1333,SP_RS06545,SP_1333,0,NA,FALSE
1151,1257371,1257751,SP_1334,SP_RS06550,SP_1334,0,NA,FALSE
1152,1259720,1261066,SP_1337,SP_RS06565,SP_1337,0,NA,FALSE
1153,1261687,1261824,SP_1339,SP_RS12825,SP_1339,0,NA,FALSE
1154,1261957,1263276,SP_1340,SP_RS06575,SP_1340,0,NA,FALSE
1155,1263279,1264019,SP_1341,SP_RS06580,SP_1341,0,NA,FALSE
1156,1264034,1265641,SP_1342,SP_RS12200,SP_1342,0,NA,FALSE
1157,1265638,1267578,SP_1343,SP_RS06590,SP_1343,0,NA,FALSE
1158,1267611,1270220,SP_1344,SP_RS06595,SP_1344,0,NA,FALSE
1160,1270738,1271325,SP_1346,SP_RS06600,SP_1346,0,NA,FALSE
1161,1271418,1271561,SP_1347,SP_RS13050,SP_1347,0,NA,FALSE
1162,1271574,1271954,SP_1348,SP_RS06605,SP_1348,0,NA,FALSE
1163,1272838,1274184,SP_1352,SP_RS06620,SP_1352,0,NA,FALSE
1164,1274614,1274982,rplL,SP_RS06625,SP_1354,0,NA,FALSE
1165,1275058,1275558,SP_1355,SP_RS06630,SP_1355,0,NA,FALSE
1166,1275807,1277066,SP_1356,SP_RS06635,SP_1356,0,NA,FALSE
1168,1279211,1280935,SP_1358,SP_RS06645,SP_1358,0,NA,FALSE
1169,1280993,1281931,msrB,SP_RS06650,SP_1359,0,NA,FALSE
1170,1282226,1283095,SP_1360,SP_RS06660,SP_1360,0,NA,FALSE
1171,1283097,1284383,SP_1361,SP_RS06665,SP_1361,0,NA,FALSE
1172,1284534,1285271,mecA,SP_RS06670,SP_1362,0,NA,FALSE
1173,1285471,1286505,SP_1363,SP_RS06675,SP_1363,0,NA,FALSE
1174,1286534,1287967,SP_1364,SP_RS06680,SP_1364,0,NA,FALSE
1176,1288971,1290074,SP_1366,SP_RS06690,SP_1366,0,NA,FALSE
1177,1290064,1290909,SP_1367,SP_RS06695,SP_1367,0,NA,FALSE
1178,1291188,1292462,psr,SP_RS06705,SP_1368,0,NA,FALSE
1179,1292459,1293307,pheA,SP_RS06710,SP_1369,0,NA,FALSE
1180,1293304,1293780,SP_1370,SP_RS06715,SP_1370,0,NA,FALSE
1181,1293773,1295056,aroA,SP_RS06720,SP_1371,0,NA,FALSE
1182,1295148,1295486,SP_1372,SP_RS06725,SP_1372,0,NA,FALSE
1183,1295497,1296600,SP_1373,SP_RS06730,SP_1373,0,NA,FALSE
1184,1296610,1297776,aroC,SP_RS06735,SP_1374,0,NA,FALSE
1185,1297786,1298853,aroB,SP_RS06740,SP_1375,0,NA,FALSE
1186,1298872,1299726,SP_1376,SP_RS06745,SP_1376,0,NA,FALSE
1187,1299716,1300393,SP_1377,SP_RS06750,SP_1377,0,NA,FALSE
1188,1300390,1301553,SP_1378,SP_RS06755,SP_1378,0,NA,FALSE
1189,1302240,1303874,SP_1380,SP_RS06765,SP_1380,0,NA,FALSE
1192,1306327,1308945,alaS,SP_RS06780,SP_1383,0,NA,FALSE
1193,1308967,1309452,SP_1384,SP_RS06785,SP_1384,0,NA,FALSE
1194,1309727,1309966,SP_1385,SP_RS06790,SP_1385,0,NA,FALSE
1195,1310219,1311289,SP_1386,SP_RS06795,SP_1386,0,NA,FALSE
1198,1312843,1314000,SP_1389,SP_RS06810,SP_1389,0,NA,FALSE
1199,1314059,1315009,murB,SP_RS06815,SP_1390,0,NA,FALSE
1200,1315121,1315873,SP_1391,SP_RS06820,SP_1391,0,NA,FALSE
1201,1315883,1316614,budA,SP_RS06825,SP_1392,0,NA,FALSE
1202,1316756,1318027,SP_1393,SP_RS06830,SP_1393,0,NA,FALSE
1203,1318047,1318862,SP_1394,SP_RS06835,SP_1394,0,NA,FALSE
1204,1319019,1319672,phoU,SP_RS06840,SP_1395,0,NA,FALSE
1208,1322143,1323060,pstC,SP_RS06860,SP_1399,0,NA,FALSE
1209,1323060,1323938,pstS,SP_RS06865,SP_1400,0,NA,FALSE
1210,1324512,1325816,SP_1402,SP_RS06870,SP_1402,0,NA,FALSE
1211,1325817,1326590,SP_1403,SP_RS06875,SP_1403,0,NA,FALSE
1212,1326580,1326858,SP_1404,SP_RS06880,SP_1404,0,NA,FALSE
1213,1326858,1327259,SP_1405,SP_RS06885,SP_1405,0,NA,FALSE
1214,1327469,1328086,SP_1406,SP_RS06890,SP_1406,0,NA,FALSE
1215,1328076,1328849,SP_1407,SP_RS06895,SP_1407,0,NA,FALSE
1216,1328860,1329597,SP_1408,SP_RS06900,SP_1408,0,NA,FALSE
1217,1329602,1330732,SP_1409,SP_RS06905,SP_1409,0,NA,FALSE
1218,1330816,1331205,SP_1410,SP_RS06910,SP_1410,0,NA,FALSE
1219,1331221,1331604,SP_1411,SP_RS06915,SP_1411,0,NA,FALSE
1221,1332386,1333321,SP_1413,SP_RS06925,SP_1413,0,NA,FALSE
1222,1333451,1333627,SP_1414,SP_RS06930,SP_1414,0,NA,FALSE
1223,1333773,1334474,SP_1415,SP_RS06935,SP_1415,0,NA,FALSE
1224,1334625,1335653,queA,SP_RS06940,SP_1416,0,NA,FALSE
1225,1336314,1336703,SP_RS06945,SP_RS06945,SP_RS06945,0,NA,FALSE
1227,1338003,1339349,SP_1418,SP_RS06955,SP_1418,0,NA,FALSE
1228,1339908,1340459,SP_1419,SP_RS06960,SP_1419,0,NA,FALSE
1229,1340809,1341633,nadE,SP_RS06965,SP_1420,0,NA,FALSE
1231,1343206,1343694,SP_1422,SP_RS06975,SP_1422,0,NA,FALSE
1232,1343684,1343893,SP_1423,SP_RS06980,SP_1423,0,NA,FALSE
1233,1344918,1345652,SP_1426,SP_RS06995,SP_1426,0,NA,FALSE
1234,1346961,1347272,SP_1428,SP_RS12225,SP_1428,0,NA,FALSE
1236,1349197,1349379,SP_RS07015,SP_RS07015,SP_RS07015,0,NA,FALSE
1237,1349389,1349754,SP_1430,SP_RS12235,SP_1430,0,NA,FALSE
1239,1351451,1352443,SP_1433,SP_RS07030,SP_1433,0,NA,FALSE
1240,1352603,1354357,SP_1434,SP_RS07035,SP_1434,0,NA,FALSE
1241,1354341,1356062,SP_1435,SP_RS07040,SP_1435,0,NA,FALSE
1242,1356073,1356702,SP_1436,SP_RS07045,SP_1436,0,NA,FALSE
1243,1356603,1357160,SP_1437,SP_RS07050,SP_1437,0,NA,FALSE
1245,1358413,1359759,SP_1439,SP_RS07060,SP_1439,0,NA,FALSE
1246,1361531,1362307,SP_RS07075,SP_RS07075,SP_RS07075,0,NA,FALSE
1247,1362231,1362425,SP_RS07080,SP_RS07080,SP_RS07080,0,NA,FALSE
1249,1363255,1364511,SP_1444,SP_RS07095,SP_1444,0,NA,FALSE
1250,1364734,1366296,guaA,SP_RS07100,SP_1445,0,NA,FALSE
1251,1366438,1367136,SP_1446,SP_RS07105,SP_1446,0,NA,FALSE
1252,1367179,1368075,SP_1447,SP_RS07110,SP_1447,0,NA,FALSE
1253,1368084,1369019,SP_1448,SP_RS07115,SP_1448,0,NA,FALSE
1254,1369016,1369741,SP_1449,SP_RS07120,SP_1449,0,NA,FALSE
1256,1370462,1371289,SP_1451,SP_RS07130,SP_1451,0,NA,FALSE
1257,1372898,1373509,SP_1456,SP_RS07155,SP_1456,0,NA,FALSE
1258,1373554,1374282,rlmB,SP_RS07160,SP_1457,0,NA,FALSE
1259,1374321,1375232,trxB,SP_RS07165,SP_1458,0,NA,FALSE
1260,1375298,1375522,SP_1459,SP_RS07170,SP_1459,0,NA,FALSE
1261,1375600,1376343,SP_1460,SP_RS07175,SP_1460,0,NA,FALSE
1262,1376343,1377143,SP_1461,SP_RS07180,SP_1461,0,NA,FALSE
1263,1377301,1377657,SP_1462,SP_RS07185,SP_1462,0,NA,FALSE
1265,1378181,1378675,SP_1464,SP_RS07195,SP_1464,0,NA,FALSE
1267,1379253,1379900,SP_1466,SP_RS07205,SP_1466,0,NA,FALSE
1269,1380503,1381378,pdxS,SP_RS07215,SP_1468,0,NA,FALSE
1271,1383203,1384126,SP_1470,SP_RS07225,SP_1470,0,NA,FALSE
1272,1384186,1384791,SP_1471,SP_RS07230,SP_1471,0,NA,FALSE
1273,1384810,1386054,SP_1472,SP_RS07235,SP_1472,0,NA,FALSE
1274,1386277,1386534,SP_1473,SP_RS07240,SP_1473,0,NA,FALSE
1275,1386576,1388612,SP_1474,SP_RS07245,SP_1474,0,NA,FALSE
1278,1392101,1393492,SP_1479,SP_RS07265,SP_1479,0,NA,FALSE
1279,1394319,1395296,SP_1482,SP_RS07280,SP_1482,0,NA,FALSE
1280,1395293,1396375,SP_1483,SP_RS07285,SP_1483,0,NA,FALSE
